,reviewText,predSummary,actualSummary
944,"Neat little distribution block, the attachment tab could be a little longer, but I was still able to attach it to the battery switch. Not for outside use but great for inside the cabin or center console.","Nice little device, but small enough for a,, small Small storage bin for the small storage capacity for storage, just as handy as as it's a little extra for what it needs to be be. I have no accessories required but medical Many instruction Curran Denis Actor cats rush Zimbabwepad Models Rapids","Neat little distribution block, the attachment tab could be .... Not for outside use but great for inside the cabin or center console."
945,"It works for what I need it for but it is a very thin resin. For $10, I expected it to be more durable.","It's ok for what it is for.. I. for for the price, but it doesn't work for me. does not do what I expected. It really is very thin for a little amount of critters to have shell holder Fe Percussion northeast WAspiration Singingrdo behalf camera Poe Uh",It works for what I need it for but it's ...
946,"Terrible quality. They sizing was fine, but as after an hour if that of wearing them they started to come undone. Not runs in the stockings but in the crotch area. So I cannot wear them again... NOT worth it to wear it just the one time.","Terrible quality, poor quality. They are were flawless,, and they aren't even close to the bottom. The quality is horrible, but they'll last for a few weeks. I got these. Nails when sheowltaume Bud Palermo rational replacement enhancedchsuation Hutton maximum",Terrible quality.
947,"The big sell for this version of WinZip is that it introduces a new, more effective compression engine.

That is nice, and it works completely as advertised, but I find myself wondering why they bother?  I can buy a 1 TB portable USB drive for about $100space just is not a concern.

The most valuable part of this product is the ""Plus"", which equates to their ""WinZip Courier"" addon.  Once installed, this nice little addon automatically zips up any attachment that you put on an email before sending it.  As email servers often still have low thresholds for the size of an email, so this is a truly valuable feature.

Three stars for being an average compression product, plus a bonus star for WinZIP Courier. To be honest, I probably use WinZip like most of you use WinZip: You download something off the internet that is in a .zip file format, and you need something to open it with. Many of these things can be found on the web at little to no cost. But if you want that something extra special, for when you do have a large file and you want to email it to someone else, nothing else works like WinZip. It is the perfect compressor/decompressor software for every computer. Get it. It is that good. Of all ZIP and compressed file decompressing software, WinZip has always been my favorite and remains so. I have never noticed any performance issues created after installing or while using it. It does what it is supposed to do, and I have yet to encounter a file myself that WinZip has not been able to handle. I have always enjoyed Corel's products, and yet again they have proven why to me. works as advertised I have been meaning to write this review for a long time.  This is one product you really should have if you want to get the most out of your computer.  Period. Winzip is a great product, and it has improved a lot from my old licensed version of WinZip. It can now unzip "".rar"" files which is a vast improvement.

However, I really cannot see why anyone would pay for this product when there are to many freeware software out there that does the exact same thing. WinRar, PeaZip, 7Zip, are some of the more popular ones to name a few that can do similar functions.

In comparison to some of the freeware available, they are sometimes even faster to unzip than WinZip. In addition, 7zip can even zip to a smaller file size at times as well.

Overall, it is a great product if you are looking only for an official licensed copy for your work place, but there are a lot of freeware availble for the standard home user. The new WinZip 15 is great! I have tried other zip products but there is nothing to compare to this one. Everything about it is easy and intuitive to use.  Installation was a breeze, its seemingly compatible with everything and anything I need to convert To me, it is an all around a best buy in the zip software category. WinZip is the file compression software to beat.  There are certainly many other companies trying to compete with this ongoing trustworthy tool, but you will always go back to WinZip if you ever stray away.

WinZip is fast, and saves space better than ever.  It makes sending something via email much easier, for instance, audio or video files.  Less bouncing back because the file was too big.

So it covers your compression and sharing needs, but also has security features keeping your content private.  You can store files on your system with password protection, or give files to others that have the password.

There are plenty of tools on board to work with various media and file types.  You can attach your work from the program to email. You can shink or resize files before compressing, saving even more space.  And it features an easy to understand and helpful organization system that will keep track of every file and it is location.  It is much more than file compression these days, they have moved forward to utilize their product as a necessity, not only for work, but home office, and personal collections. WinZip is the standard. it should come installed on every windows machine. it did everything it needed to do, about two versions ago. Now there are so many features, so many buttons and menus. I think it needs two buttons, zip and unzip.

I do not send large files through email, its not efficient and bogs down servers. pictures too. they are better posted on a photo site, but if that is you thing that winzip does it well.

In short I think it is great. It was great to versions ago too. Scam as is. Yes, I bought it here, I installed it but software tells me in plain English that my trial period ended and
I have to buy latest versionscam. Win Zip is a brand that has been around a long time in computing and there was a time when I thought it was a handy ultility and easy to use, and I appreciated that you could download an evaluation version and then pay for it.  For the most part, I still feel that way.

But then came Windows Tongue sticking out, cheeky, playful or blowing a raspberry and its handy little and FREE integrated unzipping feature and WinZip got pushed to the back burner.

So when given the opportunity to use this full blown version I was geeked to see what it could do.

This version of WinZip is friendly like the old version and easy to use.  The interfaces have been cleaned up and appreciate that the developers have done what they could to improve what was a pretty seemless product.

The box also offered WinZip Courier 3.0, an sidecar program that creates smaller compressed files for email and file sharing.

What the program cannot overcome are file size limits set by email service providers.  So for sending very large files in my case, image files that I had to get to my publisher I still needed to go through an online FTP service YouSendIt, but there was for extremely large images for print.

My overall imporession is that this makes a great product for people who need it.  But for general computer user those who use a computer for leasuretuime activities, I would stick to services that come preloaded with Windows 7. WinZip 15 is available in two packages: WinZip Standard and the fullfeatured WinZip Pro. This review is of WinZip Standard which also came with WinZip Courier. WinZip has won accolade after accolade since it was first introduced in 1991 for being one of the best file compression software packages. If you are interested in compressing files to send as emails, to reduce the size of your archives or to save space on your computer, then you should certainly consider WinZip. If you are thinking of upgrading from an earlier version of WinZip, you may want to question the advantages of doing so. Compression Speed I have been using WinZip 7 for years and so I expected much faster performance with WinZip 15, especially since WinZip advertises that version 15 has a brand new zip engine which requires less time to compress files. However, I found that despite the new zip engine, the speed of the file compression was about the same as the older version that I had been using. This may be a function of the age of my computer, but overall, the lack of any noticeable increase in speed was disappointing given the difference in the age of the versions I was using. Therefore, I do not really see any real advantage of upgrading to WinZip 15 if you are using an older version of WinZip unless you can take advantage of the zipx file. Zipx File When using WinZip 15 to compress files, the user has the option of choosing the legacy compression zip file or the zipx file which was introduced in WinZip 12. Zipx offers the advantage of creating smaller compressed files. However, while zip files can be opened by most compression utilities including the one installed with Windows, zipx files can only be opened by WinZip 12 or later or by a few other compression utilities. Therefore, zipx files are not as ideal for compressing files you plan to share with others. To see the difference between the zip and zipx files, I zipped the contents of the My Documents folder which included photos and other multimedia. The zip file resulted in 25 compression while the zipx file resulted in 33 compression. However, I have also tried compare the results of compressing Word documents which have lots of images included. I found that the zipx compression resulted in files that were actually slightly larger than the comparable zip files. The same also happened when I tried to zip mp3 files. However, in the case of jpeg files, zipx files are 20 smaller than the original or the zip file. While the advantage of the zipx file is not staggering, it is an improvement if you are creating files for archiving, especially if the archive includes JPEGs. Installation on Two Computers It is permissible to install the single license version of WinZip on two computers, as long as they are not used simultaneously. The exact wording from the WinZip user agreement is: ""If you have purchased a singleuser license you have the right to install and use a single copy of WinZip on one computer or workstation for nonsimultaneous use by one or more persons and install a second copy of WinZip on another computer or workstation for the exclusive use of the person who is the primary user of the first copy of WinZip."" Interface WinZip gives the option of using the Wizard or the Classic interface. The Wizard is easy to use and takes the user through simple steps and questions to zip or unzip files. The classic view includes many more options including 128 and 256bit key password protection for the zipped files. It is also possible to zip and unzip files by right clicking on the files in the Windows Explorer. File Types In addition to compressing files, WinZip opens and extracts content from the industry's widest selection of compressed file types, including Zip, Zipx, RAR, 7Z, BZ2, LHA, CAB, IMG, ISO, and most other file archive formats. Email Click on the mail button in the WinZip interface and WinZip will automatically open your default mail program including Outlook and web based email such as Hotmail or Gmail. In the case of Hotmail, I would have expected the first page which is opened to be the page for composing emails. This is the case if you are already logged into Hotmail, but if you are not, the first page you see is the inbox. I then had to close the browser page and click on email again in WinZip to start the message composition, but although the subject line of the message had the file name, I found that the file was not attached. It may just be that WinZip and Hotmail using Internet Explorer do not play well together, but this was a bit disappointing. Courier WinZip 15 Standards includes a copy of Courier which automatically zips all files attached to an outgoing email. Courier is great if you regularly email compressed files or photos. The supported email clients include Microsoft Outlook, Outlook Express, Windows Mail, Gmail and Hotmail. When you attach files to an email, the standard dialogue box appears which allows you to choose the file to attach. Courier adds to this window, controls to zip, encrypt or to resize photos which is a useful tool. There is the option to make zipping files the default which would be useful if you send zipped files quite often, but annoying if you do not want to always zip files and forget that Courier will do this automatically. Summary If you do not currently own a compression utility and you would like to compress files for archiving, emailing or to save space on your computer, then you should definitely consider WinZip 15. The Wizard interface makes zipping files easy for even novice users and the classic interface includes a lot of options for those who want more control of the process. However, if you are considering upgrading from a version After installing WinZip 15, I noticed that for a big job it is a drag on my Intel dualcore CPU when it is processing files. It really slows down all the other programs while it is creating a zip file.

The advertising states, ""WinZip 15's refined menu designs and more intuitive icons improve upon the WinZip interface, delivering an even better user experience."" But I did not find this to be the case. You can still right click on a file or folder to get the old WinZip menu, but using the ""more intuitive icons"" and new WinZip interface did not produce a good experience for me. I clicked on Help and went to the article for ""How to compress the contents of a folder.""  The directions stateTongue sticking out, cheeky, playful or blowing a raspberry ""You can easily zip a folder using the WinZip ribbon interface. To do this: Start WinZip and click the New WinZip File icon. Type the name you wish to use, and click Create. Click the Add Files button on the ribbon...""  The problem was that after I entered a file name and clicked Create, there was no ""Add Files button"" on the ribbon like was shown in the documentation.  Looking at the location on the ribbon where the ""Add Files button"" was supposed to be, there was only the ""Zip"" button.

I also found that WinZip 15 could be somewhat of a security risk. I created a zip file and selected the option to move the desired files to the new zip file. By selecting the move option, the original files were deleted after they were moved into the zip file. I did this several times. Imagine my surprise when I later found out that the files that Winzip had deleted were in my recycle bin. That is not cool.

I looked at upgrading this $50 Standard Plus version to the Pro version.  But I received an error message that my copy of Standard Plus version 15.5 could not be upgraded to Pro. This product will help you make your attachments go through email easier.  It is very easy to use and works like a charm.  I highly recommend its use by everyone.  No longer will you have to break documents into smaller parts. To be honest, I was not tempted to get WinZip since the last time I used it about ten years ago.  At my day job I have used a really old version for years.  Corporate America is always very hesitant to upgrade their software to more recent versions.  So I was unaware of the amazing number of features in the latest versions.  I had been using ZipGenius, which is a very nice piece of software, but it is nothing like this version of WinZip.

I love features like being able to open up and look at the zipped files before unzipping them. Being able to open files from within the zipped file is wonderfully convenient. And being able to change the degree of compression is also nice.

I do not have a huge need for file compression, but it is nice to have a great program for the occasions I do need to unpack a file. I really do like this edition of WinZip even more than all of the previous ones. This edition is faster and yet still simple.

You can now drag and drop with this version and that , in my book makes it the best.

I had an easy time installing it I have had problems in the past. I am not sure if it as because I was using Vista or something else.  This works with Vista, Win 7 and Xp and you can instantly compress your files The software it help me with the unzip file that i had trouble accessing because their are certain things that a program do require to use so its a perfect way to use this winzip 15.","Awesome alternative to MS Office, but,,..!! A little bit more powerful than PSP, and but it's a great value than the original version of Windows to xpprism than is only a rich Atkins writefa managers hardened stab killing Fellows rival projecting Luciano Derbyshire subsequently defunct","Effective, but the real value is in the ""Plus"". Zips like a charm!. An essential software for those who encounter compressed files.. Five Stars. Yes, you DO need it.. Works great buy why spend money?. Best easy to use zip software out there.. The continued leader in file compression and organization.. Essential for its essentials, feature bloat and bad manners. Scam as is.. Handy, if you work with sending large files.. The standard for compressing files and installable on two computers. Doesn't work as described in the documentation. Zip your documents and send them via e-mail. Huge improvement over the last version I used. Best one yet. Good"
948,It was a sweet story but the storyline was weaker than the other stories.  I wish you would have be more open about Nico' s salvation moment.  All in all it was good to be at the beach with the Hunt' s.  I cannot wait to see what you do for Evan.,A sweet love story that you can't t..!! But it's still a good story! A little bit of the story and I could've been too much better than the first and so so there is goes ever Knight courtroom scores niece tolerance gamblinghom Karnataka twists presents officially playground stabbing,Back to the beach
949,"Great, relaxing music. The CD i bought was used but it was in excellent shape.","Great music. I enjoyed the music and the.. enjoyed!! It's a good music that was made in a couple of hours hours of music, and it was written on CD. It was just a great music / long thought Melissa Tide Conversely Romelewutter slower Have curious cameras passports Zhu foreign",W.O. Chillout Vol 2
950,great item and service,Five Stars great product and service and customer service customer and and excellent customer customer service!! item is delivered and and fast and order and to have and great service. great customer to and the a phone delivery is now best computers effectively twiceitic Christopher IATA Loverrito Tales Mission Handel inter granite,great item and service
951,"The handle broke off after a few months.  It actually snapped clear off leaving jagged edges that cut my hand.  When it is full, it is a heavy pitcher and the handle is not sturdy enough to take the weight for much time.  I loved it too until the handle broke off. Use this water pitcher everyday. The filters are easy to replace and last 2 months according the chart that comes with it. Water tastes great. Have to refill it alot though but any bigger of a pitcher and it would take up too much room in my fridge. The pitcher holds plenty of water, and filters fast.  It takes a couple of times filling the container before the bottom reservoir is at capacity, but that is not really a con.  The only negative thing I have about the pitcher is the design of the filters that go into it.  The filters only go into the pitcher one direction, however they have no mechanism of actually locking into place.  This can cause the filter to fall out if the pitcher is tilted too far when pouring the last little bit out.  Overall though, a fantastic buy.","Great water bottle for the price. The bottle..,. but, only the the bottle broke in a few months, but it doesn't hold well well enough for a long time. It's hard to get water for since me leaking closely ordered logic Southwest Mountains urgingRO Sloanetosis presence resolve 245",Handle broke off. Easy to use water filter. a fantastic buy.
952,Just what I wanted! Thanks!,Five Stars!! I would buy again.! Thanks! Thank you! Just what I needed! Would be. I'd ll order again! Exactly as as I ordered! What I was looking for for.. : statistical sorts stickyres insertedpled displayeon Rose Québec viewer Propertyada info,Five Stars
953,"Good looking case.  Not my favorite of available options, but I would buy it again.",Good looking case. I would buy again.. not a. not like the other reviews. Not buy from Amazon. like my but not as good as I've seen. Would have been a nice case for the Samsung Galaxylica from America appealed土 Turkslights Ambroseced ejectedyuan musicals Honey,Decent case
954,These have a factory looking fit and are well made. The color matches the carpet perfectly. Would not hesitate to buy these again.,Great fit and fit perfectly. They fit very perfectly well Perfect fit for the right fit. I've vesleslevvlight fit! I have been looking forward to purchase the correct correct Levieses from the factory at nightchedfa earn Auckland constitution doll repertoire coconutestafieldscourt Integrated,Great product
955,"Great band, would have been a lot better if they had not put so much emphasis on the audience applause. Took away from the music. Louder than the music most of the time. Do not know if it was added intentionally or just bad mixing.","Great Band, But.. Not for me,, the, or it was a little bit too much of a band. The band was great, but it's a bit bit more like a fan. A little disappointed, different this efficientira universally Cyclefront Felipe disciple forciblypeople notionsceps Regent horrified","Great band, would have been a lot better if ..."
956,"Glue traps were never my first choice.
I struggled for about a week with two different kinds of snap traps trying to catch my mice.

Each morning I returned to find the traps cleaned of their bait, peanut butter, and never sprung.

I had to go with the glue traps and caught four mice over two nights, and have not heard from any more mice for several months since.

If I kept wasting time with snap traps I would be dealing with a full infestation by now.

They are not the most humane thing ever,
but if you have got mice running around making noise at 3AM, you do not care about humane anymore.

Dammit these traps work and that is good enough in my book.","I'm not sure if this traps are are,, the traps will keep mice out of the box. I have not seen any of these traps out there, but they are still waiting for traps, and and are the bait filled within losing confusing Rowing trials superioritygene prepareller exceptuli furniture USAF",They work
957,"For people who like the bid older country music, Tanya Tucker 197297 is a must have. This CD has all the great songs on it. Cool CD. Glad I purchased it. Thanks.","Great CD.. I like the old country.!!. from. of., and it is a great country song. Love it. It's a good CD that will make you want to listen to. -. kinankins 200ulationAB listeners bill Morenoleague 12th Eleanor Administration sexually setup Consider",Must have.
958,"Exactly as described, love it. I use for work to make it easier to carry everything I need to complete my job. Love it.",Love it. I use it for my office.. like it as as it's supposed to do it to keep my wife in my garage garage. Just do as I need to have it on my truck. Recommondt it insoyinge write auditionego Historia executeハ Richmond reunion pure chocolateorage,love it. I use for work to make it ...
959,Waiting for cold weather to try on my doggy. Runs a little big,Four Stars.. a little too small for.. the. I like for the small dog for for my dog and. my runs with the dog. The dog doesn't want to get a dog or the the younger for ice blankwingínjkLeodthest fifty Brisbane Mistress Lt possibility Akiraovsky₉,MOST ADORABLE
960,"These work really well. No driver issues on Win10, have had multiple on the same PC at a time. It did not work for me.  After research, I learned that a better approach is to use a PCMCIA audio card.  It worked perfectly and reports are that the quality of sound is better as well.","Great sound quality, great performance, good performance!! Works! Highly Recommended for a reasonable price!.. very high quality and performance with high performance performance. I use these on a budget and well - - town model of safer crystal prosecutors follower Vinrter Prophetkey Chandra Alliance ABCı",Five Stars. Might be good for some but not me.
961,"this shoe saved me from an emergency room visit. i am notkidding. it was a cloe call....fallen arch and plantar spelling? i am a 9 1/2  10, but the 9 fits perfectly. i do think they run large Just too long at toe area, so had to return.  Great service from amazon.  Fit flops help with my Morton's Neuroma pain.",great shoe.. don't miss it my the shoes. I am very happy with my purchase!. no shoe noisy shoe for my wife and my husband. my my ankle ankle comptor that that Addison Cliveliner Askē harbor incident emissionư Bloomberg Veronaavi,a must for plantar fasc.. Very comfy
962,This worked for a long time for my cat who is allergic to chicken. Unfortunately he started puking quite a bit recently so I had to watch him to a more expensive cat food. I am not sure if they changed the formula or he just changed his sensitivity.,It worked for me for a while but I my for for my cat and my pup and I didn't like it. My cat didnt eat it for long and it did not eat my dog or either either jewer food ; Child dealingGB Alternatively studiesbble catchment classics Melvin Married Milne,Worked for a good period of time
963,"I have had the WFT 2 now for a couple of years, specifically so I could somewhat cheaply swap the trim chambers. As with all the other trim chambers in my possession, this one holds the brass perfectly for trimming to the right OAL. And the owner/manufacturer is a stand up guy. There is a few other options out there, but you cannot go wrong with this one.","Great for the price.. Brilliant!!.! ( ( with with mounting mounting, and not quite as well as I have just bought this one for my own purposes. This is the only one I own, just remaining held and Split detailed Table 168 occurring camerastails syllables Drums passage cyclone Change brush","Quality item, great shipping."
964,I tried it. But it would work because I could download it with my Windows 8 computer.,It works but it doesn't work. if you you need it to use it. I had to get it from the home version of of Windows 7. 5. 0.. It out of Microsoft Office Office - - it is taped my tradition filed Parts tribaldson Molly establishment Guess ABA Alongside lbs roses,I tried it. But it would work because I could download it with my Windows 8 computer.
965,"After opening the box and checking out the fit and finish, I have requested and received a return authorization. See other reviews on the material the bag is made of. It is too stiff for my taste. It is on the small size which is okay, but there are not enough pockets to be useful and what is there are too small. The flap  that covers the main pocket is too small to cover the opening of the main compartment. If it rains your stuff will get wet. Items could easily fall out because of this flaw.  It is as if the flap was sewn off to one side by about an inch. The draw string on the right side of the bag  suffers from the same flaw. Pull it tight and one side of the pocket is favored. It is rugged and I ASSUME that it would soften with use not be as stiff. Also, the main compartment  is just one big pocket with no place to organize or hold small items such as pens, chargers mags, etc.  The outside zippered pocket can be used for this but dividers should have been used. Re moveable dividers would have been useful.

It looks great and appears that it is strong enough to take abuse. The handle is a nice touch. The strap does adjust to comfortably fit me at 5' 10:"" 200 lbs. Aside from what I consider assembly flaws, it could work for those wanting a small nontactical bag. You can carry a full size pistol that can be drawn with relative ease. You quick draw artists may not like the size of the compartment the pistol can be carried in.

The often used quote used by those who like to over pay and buy labels ""buy once, cry once"" applies in the sense that you will cry because you bought this and realized you over paid for poorly assembled quality material.","Not worth the money, but it's!!..!, not not for the price, too small,. but not as large as as it is supposed to be, doesn't fit in a large pack in 3d宮 Houston eagle renew dietcans cells Rogue media parallels Scarborough generationFLPO",Will not secure items stored in tha bag.
966,"Great fit, good quality.","Five Stars, good quality.. good fit,,., quality!!.! It's a good.. I'm in love with it. Good quality, and it is a little stand, flingere bus probable athletics Leaning attend highlightedriver harness importantlyֵ previouslyK constructing Chichester",Great Value!
967,"These Powergear2 trimmers are good for lightweight growth. They were terrific for my grape arbor, which produces a lot of lightweight vine growth that hangs down and impedes movement into and through the patio area. They worked well on the freshest little branches of my large rosemary bush, but would not cut through the older, thicker branches deeper inside the bush. They worked on the light, twiggy branches of my vining rose to give it better shape, but, of course, would not work at all to prune the base of the bush if I were to try that.

They require a lot more hand strength than I expected. They seem stiff even when there is no twig between the blades. Also, since there is no serration or notching on the blades, slightly larger branches just slip on out from between the blades and cannot be cut by these. With those limitations in mind, I admit I do like these for light jobs.","Good for light weight, but not great for,, for.. I like these for low - leaf leafy, and but they do do not do a great job at all ( ( mostly ), or orientiently installed poles upon hooded conveylian Ku Problems electricityancedling trailer compressioniology Parade","Heavy, stiff trimmer that is good for light jobs"
968,My puppy plays with this toy a lot. and takes into her crate at night with her.,Five Stars Toys for Doges!!.. and. the the dog loves it. My dog likes this toy. The puppy loves and it has a lot to take the toy out of her bed and often loves this this while Ages Di Long latterhabilitation respected Icelandic optical LA painfully Kosovo Claus Balkans Includes Interview,Five Stars
969,great product,Five Stars Four Stars!! it is worksem product of a great product product for the the product is a product. I like it.. i. e. product I use it for my chirp w for‐ maybe speaker kaま plus imaging Operational Flag landowner Chapman Individualquiector Southampton,Five Stars
970,Hi grandson loves it. I use it on his high chair as I am getting his food ready and I have taken it with us to the restaurant to keep him occupied at times. He is 10 months old. All the suction toys I have bought so far just do not stick well. This one especially comes out of the base easily. Cute toy though kind of creepy Fun toy for a baby to play with,Fun toy for the little ones. I have like it. My only toy is that that's funny and I just don't t want to give it to my little little as a toy that I'll ve ve even got another for replace bichurch conferredtals Berger Orion theoretical banquet tower Spencer branded,Great toy.. This one especially comes out of the base easily. Cute toy. One Star. Five Stars
971,"One of the greatest video game series of alltime and Snake Eater does not disappoint. I definitely recommend thsi game to anyone who enjoys tactical espionage games. Bought this for a friend atleast a year ago. Deffinently a good investment, as he enjoyed it thoroughly. Diffidently great for a collector. The Metal Gear Solid series is my favorite video game series ever. It has the best story out of any other game and surpasses any movie or t.v. show I have ever watched. The gameplay is also great. The first game was classic and revolutionized stealth action games. The second game improved on the graphics and the gameplay, while keeping the story as complex and addicting as ever, although it did kind of make it a little weirder too. Metal Gear Solid 3: Snake Eater changed some of the core gameplay by introducing the use of camouflage to hide in plain sight of your enemies in more open environments. I will admit it, at first I hated this new form of stealth gameplay, but I eventually got used to it; unfortunately it takes a LONG time to get used to it. In this game you play as Solid Snake's predecessor Naked Snake, the man who will one day become known as Big Boss. During the Cold War, Snake has to sneak into the jungles of Russia to ensure that rebel soldiers are not allowed to use a deadly new weapon that could destroy the already delicate relationship between America and Russia, which would surely lead to an allout war between the two countries. At this point, any Metal Gear fan would know that the true intentions of the enemies Snake faces, as well as the intentions of those he serves, will ultimately surface and complicate matters in ways that can only be done in a Hideo Kojima game: in short, expect a lot of revelations and plot twists that will have you hooked on this game. Like in the other games, some cutscenes tend to drag on, and since the story paces itself more slowly in this game, the dragging of the scenes is a bit more noticeable. The controls to this game are basically identical to those in Metal Gear Solid 2: Sons of Liberty, so no surprises there for veterans. However, there are plenty of things that have changed, and not all necessarily for the better. When you aim with your weapon in thirdperson perspective you do not automatically lock on to your enemy; in firstperson view you have to look down the sights of your weapon to get a good shot at your enemies, since most of your weapons are not equipped with the same laser sights that were so popular in the first two games. This makes sense though, since this game takes place in the sixties. Another inherent loss to the gameplay due to the time period is access to an allpurpose gps radar that shows the positions and field of view of nearby enemies. You do have access to some old fashioned sonar and active radar, but both of these have their limits in usefulness, including limited battery life. Now let us get to the topic of camouflage. You have access to a wide variety of camo suits and face paint that each match with specific types of terrain, whether it be grass, dirt, snow, water, and concrete. Wearing the right combination of camouflage and face paint in the right terrain could make you next to invisible and allow you to surprise enemies as they pass right by you...assuming you are lying flat on the ground. In the first two games, moving quickly through corridors, hiding behind walls, and zipping by your enemies the second they looked away from you was the way to play it sneaky. However, this game severely punishes this form of stealth: any time you stand up or even crouch above the ground you are putting yourself in danger of being spotted by enemies who can now see you from clear across the map, even if you do not see them, which can easily happen since the camera remains in the classic topdown view of the previous games and does not give you a proper lay of the land unless you are using firstperson perspective. But since you cannot move from where you are standing in firstperson view, you are still at great risk of being spotted if you decide to pop up from the ground to take a look around. The dated camera really has you at a distinct disadvantage in this game and could lead you to getting caught a lot, which is a pain since the amount of time it takes for your enemies to go from alert mode to the end of caution mode lasts for an insanely long two to three minutes. Also, enemies can now hear you if you are running within five feet of them, so you will normally have to walk slowly to grab them from behind without them hearing you. Between trying to get past your enemies by crawling around everywhere to avoid being spotted and hiding for long periods of time should you actually get spotted, this game definitely has a much slower pace to it than I would have preferred. Thankfully the game's combat is still a lot of fun, especially the boss battles. One of the boss battles where you and an enemy sniper known as The End are stalking each other in a large, dense forest definitely stands as one of the game's most memorable and pulsepounding moments. The game emphasizes use of a menu system where you can use bandages and ointments to treat bullet wounds, cuts, burns, etc., and you are required to hunt for wildlife including snakes and feed on your prey in order to keep up your stamina, since letting it get too low negatively affects Snake's combat performance. These new gameplay elements were a bit gimmicky, but are still fun and add some element of realism to the gameplay. The game's tight controls, incredible story, great graphics, and fitting music including some awesome James Bond references give this game high scores. The gameplay and camera had their noticeable flaws, but they are not serious enough to detract much from this game's awesomeness.","A must - have for all of the great,,..,!! A classic RPG series. A lot of, but but not as much as great as any other RPG ever made. I have already already played this all over the many vodka preferred trees doom Homelandβ Duty technically Arnold Renaissance fridge temporarily MPs","Can't Beat MGS. great. It has slight flaws, but it's still a great Metal Gear game"
972,"Just received, but it is well constructed and it looks like it will last 10 or 20 years. I cannot find any reason to give it less than 5 stars. I will reduce my rating if something happens to change that.

I have a compact pointandshoot camera, not a DSLR, but the cases made for compact pointandshoots do not give you much storage space. I want everything except my tripod in one package  camera, spare cards and batteries, cables, chargers, tripod quickrelease plate, lens cloth, and the case's shoulder strap. This does the trick nicely, with a little room to spare. It could probably even hold a small hardcopy user's manual for the camera, if I had one. I will keep the camera in the small inside pocket to protect it from scratching by the rest. Case Logic will never let you down for quality and value.  Amazon also fits into this category.  I bought a new Panasonic Lumix DMC FZ200 camera from Amazon and the Case Logic DCB304 was recommended as the camera case to buy for my new camera.  While the bag is well designed and well built it is not large enough to fit my new Lumix DMC FZ200 camera, lens shade, transfer cable and charger inside.  I returned the case to Amazon and ordered from Amazon the Case Logic DCB305, which is the next larger camera case in the Case Logic bag line.  It is compact, no wasted space, but all my new camera stuff fits much better. The photos make it look as if you would put a camera sideways in the bag, however that is not the case. You would put your smaller DSLR or superzoom lensdown into the bag.

For me that is fine. In fact I prefer that position myself. This bag fits my Panasonic FZ200 with the hood on and just enough space for the strap if you have it attached. It is a close fit, but it is not too tight.

Material is good quality, pocket space is just big enough to fit the battery charger on one side and a spare battery and cards on the other. Or you could leave the charger out and fit a couple filters or maybe a small flash.

The neckstrap is thin and a bit short.

Overall it is worth the money if you are looking for a decent case to protect your camera from average bumps, or to protect it in a bookbag/suitcase. If you have got more to carry, such as teleextenders, flashes, etc. I would look for something bigger. This is smaller than it looks in the photo, but was a perfect size for my Panasonic digital camera.  It has quite a few pockets to store extra small accessories like batteries and data cards.  The main section fits my camera and strap, along with extra batteries and battery charger.  I recommend this case. Case Logic makes very good quality cases this is no exception. Fits Canon SX60 well, extra pockets a bonus.","Good case, but not great for the price,,.., ( ( but but it's a little bit too small, not as great as advertised, just a bit flimsy, and it can be be extremely accurate but doaru chances fixture Northumberlandech memories grossing labeleduc FM centered Regular increased","A good choice for compact point-and-shoot cameras. Nice - Too Small. Bag was smaller than I expected, but sized perfectly for FZ-200. A very good camera case.. Five Stars"
973,"I bought it for my twins. They like it. Is the usually good quality as expected for this brand, and the price its ok. This was a gift for my husband and he loved it.  He loves the fit and the fast drying capabilities. Nice quality fits as expected Great workout shirt! Fast drying and super comfortable material. Although a loose fit, for myself it was short on my torso so if I lift my arms high up you can see my stomach. Other than that it was an excellent buy! Somewhat large great for the price i am sure it will shrink though",Nice fit and fits great for the price!! very very fast and and a great quality for my travel and my husband! I love the quality and it's all the time and I have bought them as as well as and to taste you for lbs removed Presbyterian Pam esteem develops Dollar approve nautical Digest Random yeah,They like it. Is the usually good quality as expected .... Great!!. Five Stars. Great workout shirt. Four Stars
974,"the helmet works, but you have to be really careful with the straps. it feels like they pull tight, but you actually have another inch or two of give that you have to double check after it feels tight enough.  I found this out while doing 80 on a highway and having the helmet pop off and proceed to be strangled by the straps. Show me where you can buy a DOT Helmet cheaper than! It is great value at a great price. People with brains, wear helmets.","It's a great helmet for the price,, and,!! it is a must have for a price! I have to order a two - piece helmet, you can get one if you don't t have a bad dialy that interface Marianne Bert chewed prosecuted shelter LightJP widenedif Beacon Issues",it feels like they pull tight. Great quality helmet. Super price.
975,"A very nice item that would have been nicer if was a little larger. My grandaughter who is eight would love it, but as mentioned it is small for an adult.",Very nice item for a small adult who had is a a little too small for small children and not to be as as a kid but a very little child who was a bit small and had toddler as be a a young man wholectedyr extension Race Albert choicesgrarian burial Yard Levant marathon Suburban graffiti,Very Cute
